dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle
A2018DSC83-2			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-3			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-4			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-5			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-6			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-7			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC83-8			F1	IR05N359		IR15M1289		A2018DSC83	
A2018DSC84-1			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-2			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-3			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-4			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-5			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-6			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-7			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC84-8			F1	IR05N359		PR42071-14-2-2-2		A2018DSC84	
A2018DSC85-1			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-2			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-3			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-4			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-5			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-6			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-7			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC85-8			F1	IR122310:7-2-2		IR09M120		A2018DSC85	
A2018DSC86-1			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-2			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-3			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-4			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-5			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-6			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-7			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC86-8			F1	IR14F711		IR10A231		A2018DSC86	
A2018DSC87-1			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-2			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-3			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-4			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-5			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-6			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-7			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC87-8			F1	IR14F711		IR09A235		A2018DSC87	
A2018DSC88-1			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-2			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-3			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-4			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-5			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-6			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-7			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC88-8			F1	IR14F711		IR122310:7-5-6		A2018DSC88	
A2018DSC89-1			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-2			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-3			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-4			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-5			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-6			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-7			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC89-8			F1	IR15A1103		IR13N134		A2018DSC89	
A2018DSC90-1			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-2			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-3			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-4			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-5			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-6			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-7			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC90-8			F1	IR15A1103		IR115838:6-6-2		A2018DSC90	
A2018DSC91-1			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-2			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-3			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-4			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-5			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-6			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-7			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC91-8			F1	IR15A1103		IRRI174		A2018DSC91	
A2018DSC92-1			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-2			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-3			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-4			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-5			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-6			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-7			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC92-8			F1	IR14F697		IR93346:1-B-13-7-6-1RGA-2RGA-1-B		A2018DSC92	
A2018DSC93-1			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-2			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-3			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-4			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-5			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-6			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-7			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC93-8			F1	IR14F697		IR107057:25-1-1		A2018DSC93	
A2018DSC94-1			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-2			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-3			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-4			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-5			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-6			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-7			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC94-8			F1	IR09A220		IR107057:25-1-1		A2018DSC94	
A2018DSC95-1			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-2			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-3			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-4			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-5			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-6			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-7			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC95-8			F1	IR08A176		IR13N143		A2018DSC95	
A2018DSC96-1			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-2			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-3			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-4			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-5			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-6			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-7			F1	IR04A115		DV86		A2018DSC96	
A2018DSC96-8			F1	IR04A115		DV86		A2018DSC96	
L2018DSC164-1			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-2			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-3			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-4			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-5			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-6			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-7			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC164-8			F1	IR64		6383HPR-10		L2018DSC164	
L2018DSC165-1			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-2			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-3			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-4			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-5			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-6			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-7			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC165-8			F1	IR64		6383HPR-19		L2018DSC165	
L2018DSC166-1			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-2			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-3			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-4			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-5			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-6			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-7			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC166-8			F1	IR64		127HPR-1		L2018DSC166	
L2018DSC167-1			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-2			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-3			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-4			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-5			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-6			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-7			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC167-8			F1	IR64		127HPR-3		L2018DSC167	
L2018DSC168-1			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-2			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-3			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-4			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-5			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-6			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-7			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC168-8			F1	IR64		127HPR-8		L2018DSC168	
L2018DSC169-1			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-2			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-3			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-4			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-5			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-6			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-7			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC169-8			F1	IR64		127HPR-9		L2018DSC169	
L2018DSC170-1			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-2			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-3			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-4			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-5			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-6			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-7			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC170-8			F1	IR64		127HPR-10		L2018DSC170	
L2018DSC171-1			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-2			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-3			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-4			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-5			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-6			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-7			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC171-8			F1	IR64		127HPR-11		L2018DSC171	
L2018DSC172-1			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-2			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-3			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-4			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-5			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-6			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-7			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC172-8			F1	IR64		127HPR-12		L2018DSC172	
L2018DSC173-1			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-2			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-3			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-4			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-5			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-6			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-7			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC173-8			F1	IR64		127HPR-13		L2018DSC173	
L2018DSC174-1			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-2			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-3			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-4			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-5			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-6			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-7			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC174-8			F1	IR64		3093HPR-3		L2018DSC174	
L2018DSC175-1			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-2			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-3			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-4			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-5			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-6			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-7			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC175-8			F1	IR64		3093HPR-4		L2018DSC175	
L2018DSC176-1			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-2			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-3			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-4			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-5			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-6			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-7			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC176-8			F1	IR64		3093HPR-5		L2018DSC176	
L2018DSC177-1			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-2			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-3			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-4			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-5			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-6			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-7			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC177-8			F1	IR64		3093HPR-6		L2018DSC177	
L2018DSC178-1			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-2			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-3			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-4			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-5			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-6			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-7			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC178-8			F1	IR64		3093HPR-7		L2018DSC178	
L2018DSC179-1			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-2			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-3			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-4			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-5			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-6			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-7			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC179-8			F1	IR64		3093HPR-8		L2018DSC179	
L2018DSC180-1			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-2			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-3			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-4			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-5			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-6			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-7			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC180-8			F1	IR64		3093HPR-9		L2018DSC180	
L2018DSC181-1			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-2			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-3			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-4			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-5			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-6			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-7			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC181-8			F1	IR64		3093HPR-10		L2018DSC181	
L2018DSC182-1			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-2			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-3			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-4			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-5			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-6			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-7			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC182-8			F1	IR64		3093HPR-11		L2018DSC182	
L2018DSC183-1			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-2			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-3			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-4			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-5			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-6			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-7			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC183-8			F1	IR64		3093HPR-12		L2018DSC183	
L2018DSC184-1			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-2			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-3			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-4			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-5			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-6			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-7			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC184-8			F1	IR64		3093HPR-13		L2018DSC184	
L2018DSC185-1			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-2			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-3			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-4			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-5			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-6			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-7			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC185-8			F1	IR64		3093HPR-14		L2018DSC185	
L2018DSC186-1			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-2			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-3			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-4			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-5			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-6			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-7			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC186-8			F1	IR64		3093HPR-15		L2018DSC186	
L2018DSC187-1			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-2			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-3			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-4			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-5			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-6			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-7			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC187-8			F1	IR64		3093HPR-16		L2018DSC187	
L2018DSC188-1			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-2			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-3			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-4			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-5			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-6			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-7			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC188-8			F1	IR64		3093HPR-17		L2018DSC188	
L2018DSC189-1			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-2			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-3			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-4			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-5			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-6			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-7			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC189-8			F1	IR64		3093HPR-18		L2018DSC189	
L2018DSC190-1			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-2			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-3			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-4			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-5			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-6			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-7			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC190-8			F1	IR64		3093HPR-19		L2018DSC190	
L2018DSC191-1			F1	IR64		3093HPR-20		L2018DSC191	
L2018DSC191-2			F1	IR64		3093HPR-20		L2018DSC191	
L2018DSC191-3			F1	IR64		3093HPR-20		L2018DSC191	
L2018DSC192-1			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-2			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-3			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-4			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-5			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-6			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-7			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC192-8			F1	IR64		3205HPR-2		L2018DSC192	
L2018DSC193-1			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-2			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-3			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-4			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-5			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-6			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-7			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC193-8			F1	IR64		3205HPR-6		L2018DSC193	
L2018DSC194-1			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-2			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-3			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-4			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-5			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-6			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-7			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC194-8			F1	IR64		3205HPR-9		L2018DSC194	
L2018DSC195-1			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-2			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-3			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-4			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-5			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-6			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-7			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC195-8			F1	IR64		3848HPR-1		L2018DSC195	
L2018DSC196-1			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-2			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-3			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-4			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-5			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-6			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-7			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC196-8			F1	IR64		3848HPR-3		L2018DSC196	
L2018DSC197-1			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-2			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-3			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-4			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-5			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-6			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-7			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC197-8			F1	IR64		3848HPR-4		L2018DSC197	
L2018DSC198-1			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-2			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-3			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-4			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-5			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-6			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-7			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC198-8			F1	IR64		3848HPR-5		L2018DSC198	
L2018DSC199-1			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-2			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-3			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-4			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-5			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-6			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-7			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC199-8			F1	IR64		3848HPR-6		L2018DSC199	
L2018DSC200-1			F1	IR64		3848HPR-11		L2018DSC200	
L2018DSC200-2			F1	IR64		3848HPR-11		L2018DSC200	
L2018DSC200-3			F1	IR64		3848HPR-11		L2018DSC200	
